Customer_ID,Customer_Name,Country,City,State,Postal_Code
CK-12205,Chloris Kastensmid,United States,Philadelphia,Pennsylvania,19120
CK-12205,Chloris Kastensmid,United States,Renton,Washington,98059
CK-12205,Chloris Kastensmid,United States,Santa Clara,California,95051
CK-12325,Christine Kargatis,United States,Chesapeake,Virginia,23320
CK-12325,Christine Kargatis,United States,Hot Springs,Arkansas,71901
CK-12325,Christine Kargatis,United States,Orem,Utah,84057
CK-12325,Christine Kargatis,United States,Seattle,Washington,98103
CK-12325,Christine Kargatis,United States,Troy,Ohio,45373
CK-12595,Clytie Kelty,United States,Charlotte,North Carolina,28205
CK-12595,Clytie Kelty,United States,Chicago,Illinois,60653
CK-12595,Clytie Kelty,United States,Grove City,Ohio,43123
CK-12595,Clytie Kelty,United States,Little Rock,Arkansas,72209
CK-12595,Clytie Kelty,United States,Los Angeles,California,90008
CK-12595,Clytie Kelty,United States,Los Angeles,California,90032
CK-12595,Clytie Kelty,United States,Marietta,Georgia,30062
CK-12595,Clytie Kelty,United States,New York City,New York,10024
CK-12595,Clytie Kelty,United States,Philadelphia,Pennsylvania,19134
CK-12595,Clytie Kelty,United States,Providence,Rhode Island,2908
CK-12595,Clytie Kelty,United States,San Diego,California,92024
CK-12760,Cyma Kinney,United States,Arlington,Virginia,22204
CK-12760,Cyma Kinney,United States,Aurora,Illinois,60505
CK-12760,Cyma Kinney,United States,Glendale,Arizona,85301
CK-12760,Cyma Kinney,United States,Jacksonville,Florida,32216
CK-12760,Cyma Kinney,United States,Linden,New Jersey,7036
CK-12760,Cyma Kinney,United States,Long Beach,New York,11561
CK-12760,Cyma Kinney,United States,Nashville,Tennessee,37211
CK-12760,Cyma Kinney,United States,New York City,New York,10011
CK-12760,Cyma Kinney,United States,San Francisco,California,94122
CL-11890,Carl Ludwig,United States,Chicago,Illinois,60623
CL-11890,Carl Ludwig,United States,Everett,Massachusetts,2149
CL-11890,Carl Ludwig,United States,Philadelphia,Pennsylvania,19143
CL-11890,Carl Ludwig,United States,San Francisco,California,94122
CL-12565,Clay Ludtke,United States,Cleveland,Ohio,44105
CL-12565,Clay Ludtke,United States,Columbia,South Carolina,29203
CL-12565,Clay Ludtke,United States,Gresham,Oregon,97030
CL-12565,Clay Ludtke,United States,Lancaster,California,93534
CL-12565,Clay Ludtke,United States,Long Beach,New York,11561
CL-12565,Clay Ludtke,United States,Los Angeles,California,90004
CL-12565,Clay Ludtke,United States,Los Angeles,California,90049
CL-12565,Clay Ludtke,United States,New York City,New York,10009
CL-12565,Clay Ludtke,United States,Reading,Pennsylvania,19601
CL-12565,Clay Ludtke,United States,Seattle,Washington,98115
CL-12565,Clay Ludtke,United States,Tulsa,Oklahoma,74133
CL-12565,Clay Ludtke,United States,Urbandale,Iowa,50322
CL-12700,Craig Leslie,United States,Aurora,Colorado,80013
CL-12700,Craig Leslie,United States,Colorado Spring,Colorado,80906
CL-12700,Craig Leslie,United States,New York City,New York,10009
CL-12700,Craig Leslie,United States,Springfield,Missouri,65807
CM-11815,Candace McMahon,United States,El Paso,Texas,79907
CM-11815,Candace McMahon,United States,Pasadena,Texas,77506
CM-11815,Candace McMahon,United States,Phoenix,Arizona,85023
CM-11815,Candace McMahon,United States,San Francisco,California,94109
CM-11815,Candace McMahon,United States,Seattle,Washington,98115
CM-11935,Carlos Meador,United States,Fayetteville,North Carolina,28314
CM-11935,Carlos Meador,United States,Tucson,Arizona,85705
CM-12115,Chad McGuire,United States,Los Angeles,California,90008
CM-12115,Chad McGuire,United States,New York City,New York,10011
CM-12115,Chad McGuire,United States,New York City,New York,10024
CM-12115,Chad McGuire,United States,San Francisco,California,94109
CM-12160,Charles McCrossin,United States,Baltimore,Maryland,21215
CM-12160,Charles McCrossin,United States,Brownsville,Texas,78521
CM-12160,Charles McCrossin,United States,New Bedford,Massachusetts,2740
CM-12160,Charles McCrossin,United States,Philadelphia,Pennsylvania,19134
CM-12160,Charles McCrossin,United States,Philadelphia,Pennsylvania,19143
CM-12160,Charles McCrossin,United States,San Francisco,California,94122
CM-12190,Charlotte Melton,United States,Chicago,Illinois,60623
CM-12190,Charlotte Melton,United States,Los Angeles,California,90004
CM-12190,Charlotte Melton,United States,Philadelphia,Pennsylvania,19134
CM-12190,Charlotte Melton,United States,Rochester,Minnesota,55901
CM-12190,Charlotte Melton,United States,San Diego,California,92105
CM-12190,Charlotte Melton,United States,Utica,New York,13501
CM-12235,Chris McAfee,United States,Carrollton,Texas,75007
CM-12235,Chris McAfee,United States,Little Rock,Arkansas,72209
CM-12235,Chris McAfee,United States,Milwaukee,Wisconsin,53209
CM-12235,Chris McAfee,United States,Phoenix,Arizona,85023
CM-12235,Chris McAfee,United States,Watertown,New York,13601
CM-12385,Christopher Martin,United States,Atlanta,Georgia,30318
CM-12385,Christopher Martin,United States,Chicago,Illinois,60610
CM-12385,Christopher Martin,United States,North Charlesto,South Carolina,29406
CM-12385,Christopher Martin,United States,San Francisco,California,94110
CM-12445,Chuck Magee,United States,Houston,Texas,77095
CM-12445,Chuck Magee,United States,Redlands,California,92374
CM-12445,Chuck Magee,United States,San Francisco,California,94122
CM-12655,Corinna Mitchell,United States,Jackson,Mississippi,39212
CM-12655,Corinna Mitchell,United States,Los Angeles,California,90008
CM-12655,Corinna Mitchell,United States,New York City,New York,10011
CM-12655,Corinna Mitchell,United States,New York City,New York,10035
CM-12655,Corinna Mitchell,United States,Seattle,Washington,98115
CM-12715,Craig Molinari,United States,Houston,Texas,77070
CM-12715,Craig Molinari,United States,Huntsville,Texas,77340
CM-12715,Craig Molinari,United States,Philadelphia,Pennsylvania,19140
CM-12715,Craig Molinari,United States,Seattle,Washington,98103
CP-12085,Cathy Prescott,United States,Covington,Washington,98042
CP-12085,Cathy Prescott,United States,Delray Beach,Florida,33445
CP-12085,Cathy Prescott,United States,Lakewood,Ohio,44107
CP-12085,Cathy Prescott,United States,New York City,New York,10024
CP-12085,Cathy Prescott,United States,Norwich,Connecticut,6360
CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301
CP-12085,Cathy Prescott,United States,Springfield,Missouri,65807
CP-12085,Cathy Prescott,United States,Tucson,Arizona,85705
CP-12340,Christine Phan,United States,Jacksonville,Florida,32216
CP-12340,Christine Phan,United States,Miami,Florida,33142
CP-12340,Christine Phan,United States,New York City,New York,10009
CP-12340,Christine Phan,United States,New York City,New York,10024
CP-12340,Christine Phan,United States,Seattle,Washington,98115
CP-12340,Christine Phan,United States,Warwick,Rhode Island,2886
CP-12340,Christine Phan,United States,Waterbury,Connecticut,6708
CR-12580,Clay Rozendal,United States,Bellevue,Washington,98006
CR-12580,Clay Rozendal,United States,Elmhurst,Illinois,60126
CR-12580,Clay Rozendal,United States,New York City,New York,10009
CR-12580,Clay Rozendal,United States,San Diego,California,92037
CR-12625,Corey Roper,United States,Columbus,Georgia,31907
CR-12625,Corey Roper,United States,Grand Rapids,Michigan,49505
CR-12625,Corey Roper,United States,Lakewood,New Jersey,8701
CR-12730,Craig Reiter,United States,Chicago,Illinois,60610
CR-12730,Craig Reiter,United States,Columbus,Ohio,43229
CR-12730,Craig Reiter,United States,New York City,New York,10009
CR-12820,Cyra Reiten,United States,Houston,Texas,77041
CR-12820,Cyra Reiten,United States,New York City,New York,10035
CR-12820,Cyra Reiten,United States,West Palm Beach,Florida,33407
CS-11845,Cari Sayre,United States,Chicago,Illinois,60623
CS-11845,Cari Sayre,United States,Houston,Texas,77070
CS-11845,Cari Sayre,United States,Seattle,Washington,98103
CS-11845,Cari Sayre,United States,Seattle,Washington,98105
CS-11860,Cari Schnelling,United States,Dallas,Texas,75220
CS-11860,Cari Schnelling,United States,Fairfield,Ohio,45014
CS-11860,Cari Schnelling,United States,Jacksonville,North Carolina,28540
CS-11860,Cari Schnelling,United States,Lakeland,Florida,33801
CS-11860,Cari Schnelling,United States,New York City,New York,10011
CS-11860,Cari Schnelling,United States,New York City,New York,10024
CS-11950,Carlos Soltero,United States,Chicago,Illinois,60610
CS-11950,Carlos Soltero,United States,Freeport,New York,11520
CS-11950,Carlos Soltero,United States,Jackson,Mississippi,39212
CS-11950,Carlos Soltero,United States,Los Angeles,California,90045
CS-11950,Carlos Soltero,United States,New York City,New York,10024
CS-11950,Carlos Soltero,United States,Pasadena,California,91104
CS-11950,Carlos Soltero,United States,Philadelphia,Pennsylvania,19134
CS-11950,Carlos Soltero,United States,Philadelphia,Pennsylvania,19140
CS-11950,Carlos Soltero,United States,Seattle,Washington,98115
CS-12130,Chad Sievert,United States,Austin,Texas,78745
CS-12130,Chad Sievert,United States,Englewood,Colorado,80112
CS-12130,Chad Sievert,United States,Los Angeles,California,90004
CS-12130,Chad Sievert,United States,Seattle,Washington,98105
CS-12175,Charles Sheldon,United States,Chattanooga,Tennessee,37421
CS-12175,Charles Sheldon,United States,Columbia,Tennessee,38401
CS-12175,Charles Sheldon,United States,Iowa City,Iowa,52240
CS-12175,Charles Sheldon,United States,Lakewood,New Jersey,8701
CS-12175,Charles Sheldon,United States,San Francisco,California,94122
CS-12250,Chris Selesnick,United States,Bossier City,Louisiana,71111
CS-12250,Chris Selesnick,United States,Chicago,Illinois,60623
CS-12250,Chris Selesnick,United States,Columbia,South Carolina,29203
CS-12250,Chris Selesnick,United States,Green Bay,Wisconsin,54302
CS-12250,Chris Selesnick,United States,Haltom City,Texas,76117
CS-12250,Chris Selesnick,United States,Los Angeles,California,90032
CS-12250,Chris Selesnick,United States,New York City,New York,10024
CS-12250,Chris Selesnick,United States,San Diego,California,92024
CS-12250,Chris Selesnick,United States,San Diego,California,92105
CS-12250,Chris Selesnick,United States,Seattle,Washington,98103
CS-12250,Chris Selesnick,United States,Woodbury,Minnesota,55125
CS-12355,Christine Sundares,United States,Dublin,Ohio,43017
CS-12355,Christine Sundares,United States,Fairfield,Connecticut,6824
CS-12355,Christine Sundares,United States,Hollywood,Florida,33021
CS-12355,Christine Sundares,United States,Lafayette,Louisiana,70506
CS-12355,Christine Sundares,United States,Long Beach,California,90805
CS-12355,Christine Sundares,United States,Long Beach,New York,11561
CS-12355,Christine Sundares,United States,Malden,Massachusetts,2148
CS-12355,Christine Sundares,United States,New York City,New York,10024
CS-12355,Christine Sundares,United States,Roswell,Georgia,30076
CS-12355,Christine Sundares,United States,Salem,Virginia,24153
CS-12355,Christine Sundares,United States,Seattle,Washington,98115
CS-12400,Christopher Schild,United States,Chicago,Illinois,60623
CS-12400,Christopher Schild,United States,Fargo,North Dakota,58103
CS-12400,Christopher Schild,United States,Los Angeles,California,90045
CS-12400,Christopher Schild,United States,Philadelphia,Pennsylvania,19134
CS-12400,Christopher Schild,United States,San Francisco,California,94109
CS-12400,Christopher Schild,United States,San Jose,California,95123
CS-12400,Christopher Schild,United States,Seattle,Washington,98115
CS-12400,Christopher Schild,United States,Tampa,Florida,33614
CS-12460,Chuck Sachs,United States,Columbus,Georgia,31907
CS-12460,Chuck Sachs,United States,New York City,New York,10009
CS-12490,Cindy Schnelling,United States,Conroe,Texas,77301
CS-12490,Cindy Schnelling,United States,Lakeland,Florida,33801
CS-12490,Cindy Schnelling,United States,New York City,New York,10009
CS-12490,Cindy Schnelling,United States,Toledo,Ohio,43615
CS-12505,Cindy Stewart,United States,Columbus,Georgia,31907
CS-12505,Cindy Stewart,United States,Lancaster,Ohio,43130
CS-12505,Cindy Stewart,United States,Los Angeles,California,90036
CS-12505,Cindy Stewart,United States,Pomona,California,91767
CS-12505,Cindy Stewart,United States,San Francisco,California,94122
CS-12505,Cindy Stewart,United States,Thomasville,North Carolina,27360
CT-11995,Carol Triggs,United States,Apple Valley,Minnesota,55124
CT-11995,Carol Triggs,United States,Indianapolis,Indiana,46203
CT-11995,Carol Triggs,United States,Irving,Texas,75061
CT-11995,Carol Triggs,United States,Lawrence,Massachusetts,1841
CT-11995,Carol Triggs,United States,Los Angeles,California,90004
CT-11995,Carol Triggs,United States,Philadelphia,Pennsylvania,19134
CT-11995,Carol Triggs,United States,Rochester,Minnesota,55901
CT-11995,Carol Triggs,United States,Tucson,Arizona,85705
CV-12295,Christina VanderZa,United States,Chicago,Illinois,60653
CV-12295,Christina VanderZa,United States,Des Moines,Iowa,50315
CV-12295,Christina VanderZa,United States,Detroit,Michigan,48234
CV-12295,Christina VanderZa,United States,Fresno,California,93727
CV-12295,Christina VanderZa,United States,New York City,New York,10011
CV-12805,Cynthia Voltz,United States,Austin,Texas,78745
CV-12805,Cynthia Voltz,United States,Fort Worth,Texas,76106
CV-12805,Cynthia Voltz,United States,Fremont,Nebraska,68025
CV-12805,Cynthia Voltz,United States,Los Angeles,California,90045
CV-12805,Cynthia Voltz,United States,New York City,New York,10024
CV-12805,Cynthia Voltz,United States,New York City,New York,10035
CV-12805,Cynthia Voltz,United States,Oakland,California,94601
CV-12805,Cynthia Voltz,United States,Philadelphia,Pennsylvania,19120
CV-12805,Cynthia Voltz,United States,San Francisco,California,94110
CW-11905,Carl Weiss,United States,Bozeman,Montana,59715
CW-11905,Carl Weiss,United States,Cranston,Rhode Island,2920
CW-11905,Carl Weiss,United States,Huntsville,Texas,77340
CW-11905,Carl Weiss,United States,Long Beach,New York,11561
CW-11905,Carl Weiss,United States,Los Angeles,California,90004
CW-11905,Carl Weiss,United States,Newark,Delaware,19711
CY-12745,Craig Yedwab,United States,Chicago,Illinois,60610
CY-12745,Craig Yedwab,United States,Columbia,Tennessee,38401
CY-12745,Craig Yedwab,United States,Gilbert,Arizona,85234
CY-12745,Craig Yedwab,United States,Monroe,Louisiana,71203
CY-12745,Craig Yedwab,United States,Oakland,California,94601
CY-12745,Craig Yedwab,United States,San Antonio,Texas,78207
CY-12745,Craig Yedwab,United States,San Francisco,California,94110
Co-12640,Corey-Lock,United States,Florence,South Carolina,29501
Co-12640,Corey-Lock,United States,Lawton,Oklahoma,73505
Co-12640,Corey-Lock,United States,Philadelphia,Pennsylvania,19143
Co-12640,Corey-Lock,United States,Seattle,Washington,98105
Co-12640,Corey-Lock,United States,Skokie,Illinois,60076
DA-13450,Dianna Arnett,United States,Houston,Texas,77095
DA-13450,Dianna Arnett,United States,Lancaster,Ohio,43130
DA-13450,Dianna Arnett,United States,Virginia Beach,Virginia,23464
DA-13450,Dianna Arnett,United States,Washington,District of Co,20016
DB-12910,Daniel Byrd,United States,Columbus,Georgia,31907
DB-12910,Daniel Byrd,United States,Dallas,Texas,75220
DB-12910,Daniel Byrd,United States,Fort Lauderdale,Florida,33311
DB-12910,Daniel Byrd,United States,Henderson,Kentucky,42420
DB-12910,Daniel Byrd,United States,Lake Forest,California,92630
DB-12910,Daniel Byrd,United States,Salinas,California,93905
DB-12910,Daniel Byrd,United States,Tampa,Florida,33614
DB-12970,Darren Budd,United States,Houston,Texas,77036
DB-12970,Darren Budd,United States,Los Angeles,California,90004
DB-12970,Darren Budd,United States,New York City,New York,10024
DB-12970,Darren Budd,United States,New York City,New York,10035
DB-13060,Dave Brooks,United States,Chicago,Illinois,60653
DB-13060,Dave Brooks,United States,Columbia,Tennessee,38401
DB-13060,Dave Brooks,United States,Lakewood,New Jersey,8701
DB-13060,Dave Brooks,United States,Lowell,Massachusetts,1852
DB-13060,Dave Brooks,United States,Seattle,Washington,98115
DB-13060,Dave Brooks,United States,Skokie,Illinois,60076
DB-13120,David Bremer,United States,Dallas,Texas,75217
DB-13120,David Bremer,United States,Marion,Ohio,43302
DB-13120,David Bremer,United States,Rochester,New York,14609
DB-13120,David Bremer,United States,San Francisco,California,94122
DB-13120,David Bremer,United States,Santa Barbara,California,93101
DB-13120,David Bremer,United States,Santa Clara,California,95051
DB-13120,David Bremer,United States,Tampa,Florida,33614
DB-13210,Dean Braden,United States,Detroit,Michigan,48234
DB-13210,Dean Braden,United States,Hickory,North Carolina,28601
DB-13210,Dean Braden,United States,Houston,Texas,77041
DB-13210,Dean Braden,United States,Jacksonville,North Carolina,28540
DB-13210,Dean Braden,United States,Paterson,New Jersey,7501
DB-13210,Dean Braden,United States,Philadelphia,Pennsylvania,19134
DB-13210,Dean Braden,United States,Philadelphia,Pennsylvania,19140
DB-13210,Dean Braden,United States,Port Saint Luci,Florida,34952
DB-13210,Dean Braden,United States,San Francisco,California,94109
DB-13270,Deborah Brumfield,United States,Austin,Texas,78745
DB-13270,Deborah Brumfield,United States,Brentwood,California,94513
DB-13270,Deborah Brumfield,United States,Dallas,Texas,75081
DB-13270,Deborah Brumfield,United States,New York City,New York,10009
DB-13270,Deborah Brumfield,United States,Philadelphia,Pennsylvania,19134
DB-13270,Deborah Brumfield,United States,Portland,Oregon,97206
DB-13270,Deborah Brumfield,United States,Providence,Rhode Island,2908
DB-13270,Deborah Brumfield,United States,San Diego,California,92024
DB-13360,Dennis Bolton,United States,Lakewood,Ohio,44107
DB-13360,Dennis Bolton,United States,New York City,New York,10009
DB-13360,Dennis Bolton,United States,Riverside,California,92503
DB-13360,Dennis Bolton,United States,Salt Lake City,Utah,84106
DB-13360,Dennis Bolton,United States,Waterbury,Connecticut,6708
DB-13405,Denny Blanton,United States,La Porte,Indiana,46350
DB-13405,Denny Blanton,United States,Lawrence,Massachusetts,1841
DB-13405,Denny Blanton,United States,New York City,New York,10011
DB-13405,Denny Blanton,United States,Orlando,Florida,32839
DB-13555,Dorothy Badders,United States,Dublin,Ohio,43017
DB-13555,Dorothy Badders,United States,Fayetteville,Arkansas,72701
DB-13555,Dorothy Badders,United States,Fort Worth,Texas,76106
DB-13555,Dorothy Badders,United States,Henderson,Kentucky,42420
DB-13555,Dorothy Badders,United States,Jacksonville,Florida,32216
DB-13555,Dorothy Badders,United States,Newark,Delaware,19711
DB-13555,Dorothy Badders,United States,Raleigh,North Carolina,27604
DB-13615,Doug Bickford,United States,Asheville,North Carolina,28806
DB-13615,Doug Bickford,United States,Charlotte,North Carolina,28205
DB-13615,Doug Bickford,United States,Los Angeles,California,90045
DB-13615,Doug Bickford,United States,San Francisco,California,94109
DB-13615,Doug Bickford,United States,San Francisco,California,94110
DB-13615,Doug Bickford,United States,Seattle,Washington,98105
DB-13615,Doug Bickford,United States,Tucson,Arizona,85705
DB-13660,Duane Benoit,United States,Dallas,Texas,75081
DB-13660,Duane Benoit,United States,Houston,Texas,77095
DB-13660,Duane Benoit,United States,Lancaster,Ohio,43130
DB-13660,Duane Benoit,United States,Los Angeles,California,90036
DB-13660,Duane Benoit,United States,Middletown,Connecticut,6457
DB-13660,Duane Benoit,United States,Newark,Delaware,19711
DB-13660,Duane Benoit,United States,Oceanside,New York,11572
DC-12850,Dan Campbell,United States,Arlington,Texas,76017
DC-12850,Dan Campbell,United States,Cleveland,Ohio,44105
DC-12850,Dan Campbell,United States,Florence,Alabama,35630
DC-12850,Dan Campbell,United States,Houston,Texas,77036
DC-12850,Dan Campbell,United States,Memphis,Tennessee,38109
DC-12850,Dan Campbell,United States,Miami,Florida,33178
DC-12850,Dan Campbell,United States,New York City,New York,10011
DC-12850,Dan Campbell,United States,North Miami,Florida,33161
DC-12850,Dan Campbell,United States,Roseville,Michigan,48066
DC-13285,Debra Catini,United States,Cottage Grove,Minnesota,55016
DC-13285,Debra Catini,United States,Plantation,Florida,33317
DC-13285,Debra Catini,United States,Richmond,Virginia,23223
DC-13285,Debra Catini,United States,San Francisco,California,94110
DC-13285,Debra Catini,United States,Warner Robins,Georgia,31088
DD-13570,Dorothy Dickinson,United States,Alexandria,Virginia,22304
DD-13570,Dorothy Dickinson,United States,Chicago,Illinois,60610
DD-13570,Dorothy Dickinson,United States,Houston,Texas,77041
DD-13570,Dorothy Dickinson,United States,Los Angeles,California,90049
DD-13570,Dorothy Dickinson,United States,Memphis,Tennessee,38109
DD-13570,Dorothy Dickinson,United States,Philadelphia,Pennsylvania,19134
DE-13255,Deanra Eno,United States,Dubuque,Iowa,52001
DE-13255,Deanra Eno,United States,Lakewood,Ohio,44107
DE-13255,Deanra Eno,United States,Los Angeles,California,90004
DE-13255,Deanra Eno,United States,Los Angeles,California,90008
DE-13255,Deanra Eno,United States,Springfield,Ohio,45503
DF-13135,David Flashing,United States,New York City,New York,10009
DF-13135,David Flashing,United States,Rockford,Illinois,61107
DF-13135,David Flashing,United States,Vallejo,California,94591
DG-13300,Deirdre Greer,United States,Denver,Colorado,80219
DG-13300,Deirdre Greer,United States,New York City,New York,10035
DG-13300,Deirdre Greer,United States,Orange,New Jersey,7050
DG-13300,Deirdre Greer,United States,Philadelphia,Pennsylvania,19134
DG-13300,Deirdre Greer,United States,Seattle,Washington,98105
DH-13075,Dave Hallsten,United States,Decatur,Alabama,35601
DH-13075,Dave Hallsten,United States,Fairfield,California,94533
DH-13075,Dave Hallsten,United States,Houston,Texas,77095
DH-13075,Dave Hallsten,United States,Los Angeles,California,90045
DH-13075,Dave Hallsten,United States,Richmond,Kentucky,40475
DH-13675,Duane Huffman,United States,Harrisonburg,Virginia,22801
DH-13675,Duane Huffman,United States,Miami,Florida,33180
DH-13675,Duane Huffman,United States,Quincy,Massachusetts,2169
DH-13675,Duane Huffman,United States,San Francisco,California,94122
DJ-13420,Denny Joy,United States,Milwaukee,Wisconsin,53209
DJ-13420,Denny Joy,United States,San Francisco,California,94109
DJ-13420,Denny Joy,United States,San Francisco,California,94110
DJ-13420,Denny Joy,United States,Warner Robins,Georgia,31088
DJ-13510,Don Jones,United States,Little Rock,Arkansas,72209
DJ-13510,Don Jones,United States,Murfreesboro,Tennessee,37130
DJ-13510,Don Jones,United States,New York City,New York,10024
DJ-13510,Don Jones,United States,Philadelphia,Pennsylvania,19140
DJ-13510,Don Jones,United States,San Diego,California,92037
DJ-13510,Don Jones,United States,San Francisco,California,94110
DJ-13510,Don Jones,United States,Tempe,Arizona,85281
DJ-13510,Don Jones,United States,Woonsocket,Rhode Island,2895
DJ-13630,Doug Jacobs,United States,New York City,New York,10009
DJ-13630,Doug Jacobs,United States,New York City,New York,10024
DJ-13630,Doug Jacobs,United States,Portland,Oregon,97206
DK-12835,Damala Kotsonis,United States,Detroit,Michigan,48234
DK-12835,Damala Kotsonis,United States,Franklin,Tennessee,37064
DK-12835,Damala Kotsonis,United States,Fremont,Nebraska,68025
DK-12835,Damala Kotsonis,United States,Houston,Texas,77095
DK-12835,Damala Kotsonis,United States,New York City,New York,10024
DK-12835,Damala Kotsonis,United States,Philadelphia,Pennsylvania,19143
DK-12835,Damala Kotsonis,United States,Portland,Oregon,97206
DK-12835,Damala Kotsonis,United States,Roseville,California,95661
DK-12835,Damala Kotsonis,United States,Salinas,California,93905
DK-12835,Damala Kotsonis,United States,San Francisco,California,94122
DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477
DK-12835,Damala Kotsonis,United States,Springfield,Virginia,22153
DK-12895,Dana Kaydos,United States,Franklin,Tennessee,37064
DK-12895,Dana Kaydos,United States,Kenosha,Wisconsin,53142
DK-12895,Dana Kaydos,United States,Miramar,Florida,33023
DK-12895,Dana Kaydos,United States,Rockford,Illinois,61107
DK-12895,Dana Kaydos,United States,Seattle,Washington,98103
DK-12985,Darren Koutras,United States,Chicago,Illinois,60610
DK-12985,Darren Koutras,United States,Henderson,Kentucky,42420
DK-12985,Darren Koutras,United States,Hendersonville,Tennessee,37075
DK-12985,Darren Koutras,United States,San Francisco,California,94122
DK-12985,Darren Koutras,United States,Springfield,Oregon,97477
DK-13090,Dave Kipp,United States,Carrollton,Texas,75007
DK-13090,Dave Kipp,United States,Clinton,Maryland,20735
DK-13090,Dave Kipp,United States,Fremont,Nebraska,68025
DK-13090,Dave Kipp,United States,Long Beach,New York,11561
DK-13090,Dave Kipp,United States,Orlando,Florida,32839
DK-13090,Dave Kipp,United States,Seattle,Washington,98103
DK-13090,Dave Kipp,United States,Springfield,Virginia,22153
DK-13150,David Kendrick,United States,Decatur,Illinois,62521
DK-13150,David Kendrick,United States,New York City,New York,10009
DK-13225,Dean Katz,United States,Anaheim,California,92804
DK-13225,Dean Katz,United States,Chicago,Illinois,60653
DK-13225,Dean Katz,United States,Huntington Beac,California,92646
DK-13225,Dean Katz,United States,New York City,New York,10011
DK-13225,Dean Katz,United States,New York City,New York,10035
DK-13225,Dean Katz,United States,Philadelphia,Pennsylvania,19140
DK-13225,Dean Katz,United States,Rochester,New York,14609
DK-13225,Dean Katz,United States,San Francisco,California,94109
DK-13375,Dennis Kane,United States,Abilene,Texas,79605
DK-13375,Dennis Kane,United States,Lancaster,Pennsylvania,17602
DK-13375,Dennis Kane,United States,Marion,Ohio,43302
DK-13375,Dennis Kane,United States,New York City,New York,10024
DK-13375,Dennis Kane,United States,San Diego,California,92105
DK-13375,Dennis Kane,United States,Seattle,Washington,98105
DK-13375,Dennis Kane,United States,Seattle,Washington,98115
DK-13375,Dennis Kane,United States,Westland,Michigan,48185
DL-12865,Dan Lawera,United States,Cincinnati,Ohio,45231
DL-12865,Dan Lawera,United States,Greensboro,North Carolina,27405
DL-12865,Dan Lawera,United States,Hialeah,Florida,33012
DL-12865,Dan Lawera,United States,Keller,Texas,76248
DL-12865,Dan Lawera,United States,Miami,Florida,33142
DL-12865,Dan Lawera,United States,New York City,New York,10011
DL-12925,Daniel Lacy,United States,Eagan,Minnesota,55122
DL-12925,Daniel Lacy,United States,Greenville,North Carolina,27834
DL-12925,Daniel Lacy,United States,Long Beach,New York,11561
DL-12925,Daniel Lacy,United States,Minneapolis,Minnesota,55407
DL-12925,Daniel Lacy,United States,Noblesville,Indiana,46060
DL-12925,Daniel Lacy,United States,Oceanside,California,92054
DL-13315,Delfina Latchford,United States,Atlanta,Georgia,30318
DL-13315,Delfina Latchford,United States,Chicago,Illinois,60653
DL-13315,Delfina Latchford,United States,Knoxville,Tennessee,37918
DL-13315,Delfina Latchford,United States,New York City,New York,10024
DL-13315,Delfina Latchford,United States,New York City,New York,10035
DL-13315,Delfina Latchford,United States,Philadelphia,Pennsylvania,19134
DL-13315,Delfina Latchford,United States,Rancho Cucamong,California,91730
DL-13315,Delfina Latchford,United States,Romeoville,Illinois,60441
DL-13330,Denise Leinenbach,United States,Concord,North Carolina,28027
DL-13330,Denise Leinenbach,United States,Las Cruces,New Mexico,88001
DL-13330,Denise Leinenbach,United States,Lawrence,Indiana,46226
DL-13330,Denise Leinenbach,United States,New York City,New York,10009
DL-13495,Dionis Lloyd,United States,Chandler,Arizona,85224
DL-13495,Dionis Lloyd,United States,Columbus,Georgia,31907
DL-13495,Dionis Lloyd,United States,Detroit,Michigan,48227
DL-13495,Dionis Lloyd,United States,New York City,New York,10024
DL-13495,Dionis Lloyd,United States,Philadelphia,Pennsylvania,19120
DL-13495,Dionis Lloyd,United States,San Francisco,California,94110
DL-13495,Dionis Lloyd,United States,Spokane,Washington,99207
DL-13495,Dionis Lloyd,United States,Thousand Oaks,California,91360
DM-12955,Dario Medina,United States,Fairfield,Ohio,45014
DM-12955,Dario Medina,United States,Houston,Texas,77036
DM-12955,Dario Medina,United States,Lincoln Park,Michigan,48146
DM-12955,Dario Medina,United States,Mesa,Arizona,85204
DM-12955,Dario Medina,United States,Nashville,Tennessee,37211
DM-12955,Dario Medina,United States,Sacramento,California,95823
DM-12955,Dario Medina,United States,Yuma,Arizona,85364
DM-13015,Darrin Martin,United States,Encinitas,California,92024
DM-13015,Darrin Martin,United States,Houston,Texas,77070
DM-13015,Darrin Martin,United States,Johnson City,Tennessee,37604
DM-13015,Darrin Martin,United States,Lancaster,Ohio,43130
DM-13015,Darrin Martin,United States,New York City,New York,10009
DM-13015,Darrin Martin,United States,Philadelphia,Pennsylvania,19143
DM-13015,Darrin Martin,United States,San Antonio,Texas,78207
DM-13345,Denise Monton,United States,Asheville,North Carolina,28806
DM-13345,Denise Monton,United States,Des Moines,Iowa,50315
DM-13345,Denise Monton,United States,New York City,New York,10024
DM-13345,Denise Monton,United States,Newark,Ohio,43055
DM-13345,Denise Monton,United States,Orange,New Jersey,7050
